class,state,frequency,frequency_bin,real_center,imag_center,gamma_magnitude,sample_count
4,closed,703.0,703.0,0.27313232421875,0.323638916015625,0.4234895683401247,15
4,closed,704.0,704.0,0.2518463134765625,0.47052001953125,0.5336812291915679,8
4,closed,705.0,705.0,0.2972869873046875,0.4755706787109375,0.5608449190910791,12
4,closed,706.0,706.0,0.304840087890625,0.492828369140625,0.5794888097409406,11
4,closed,707.0,707.0,0.505401611328125,0.5423583984375,0.7413389380632553,27
4,closed,708.0,708.0,0.30908203125,0.33837890625,0.45829246801204604,11
4,closed,713.0,713.0,0.5345001220703125,0.55419921875,0.7699526963108119,14
4,closed,715.0,715.0,0.2231597900390625,0.4876708984375,0.5363051342968077,10
4,closed,716.0,716.0,0.22735595703125,0.233917236328125,0.32620239828821535,11
4,closed,717.0,717.0,0.209442138671875,0.261077880859375,0.334705347022528,13
4,closed,718.0,718.0,0.218109130859375,0.26971435546875,0.3468680246291883,13
4,closed,719.0,719.0,0.1953887939453125,0.3988800048828125,0.4441644279934136,10
4,closed,720.0,720.0,0.234893798828125,0.38232421875,0.4487169541823726,14
4,closed,721.0,721.0,0.2190399169921875,0.3998870849609375,0.4559475473719542,14
4,closed,722.0,722.0,0.19757080078125,0.465301513671875,0.5055093668238824,13
4,closed,723.0,723.0,0.20355224609375,0.473602294921875,0.5154926290889883,15
4,closed,724.0,724.0,0.528961181640625,0.542205810546875,0.7574873415928743,26
4,closed,725.0,725.0,0.203033447265625,0.2596435546875,0.32960181461776594,15
4,closed,726.0,726.0,0.53125,0.547698974609375,0.7630207921729006,27
4,closed,727.0,727.0,0.195556640625,0.2667236328125,0.33073236308718373,12
4,closed,728.0,728.0,0.538604736328125,0.54376220703125,0.7653576940167159,25
4,closed,729.0,729.0,0.2146759033203125,0.4083404541015625,0.46133249389378855,16
4,closed,732.0,732.0,0.547210693359375,0.56494140625,0.7865102258855733,13
4,closed,733.0,733.0,0.5603485107421875,0.54779052734375,0.7836229420700566,14
4,closed,734.0,734.0,0.560211181640625,0.54840087890625,0.783951587803949,13
4,closed,735.0,735.0,0.54229736328125,0.544677734375,0.7686093055289398,27
4,closed,736.0,736.0,0.5438232421875,0.5435028076171875,0.7688556565644099,30
4,closed,737.0,737.0,0.263580322265625,0.490509033203125,0.5568426150534055,15
4,closed,738.0,738.0,0.2635498046875,0.4196319580078125,0.4955294943111761,10
4,closed,739.0,739.0,0.2642669677734375,0.3103790283203125,0.4076422101270039,14
4,closed,740.0,740.0,0.295562744140625,0.295745849609375,0.41811833646123153,11
4,closed,741.0,741.0,0.255889892578125,0.30010986328125,0.39439265607048885,29
4,closed,742.0,742.0,0.256256103515625,0.29730224609375,0.3924994472880177,26
4,closed,743.0,743.0,0.2458953857421875,0.3976593017578125,0.4675440738623581,38
4,closed,744.0,744.0,0.24530029296875,0.493316650390625,0.5509387908680788,37
4,closed,745.0,745.0,0.248443603515625,0.309356689453125,0.3967691840821642,51
4,closed,746.0,746.0,0.275970458984375,0.2430419921875,0.3677351005799085,47
4,closed,747.0,747.0,0.2470703125,0.515594482421875,0.5717354367386447,41
4,closed,748.0,748.0,0.2649383544921875,0.3230438232421875,0.41779138743631095,50
4,closed,824.0,824.0,0.3331451416015625,0.333953857421875,0.4717105725544798,78
4,closed,825.0,825.0,0.360137939453125,0.262451171875,0.4456231065060513,63
4,closed,826.0,826.0,0.292510986328125,0.591583251953125,0.6599495595226101,49
4,closed,827.0,827.0,0.3987274169921875,0.310211181640625,0.5051876188864238,52
4,closed,828.0,828.0,0.303955078125,0.59820556640625,0.6709982035724069,50
4,closed,829.0,829.0,0.301361083984375,0.45111083984375,0.5425122051758569,34
4,closed,830.0,830.0,0.386871337890625,0.461883544921875,0.6024996607060288,28
4,closed,831.0,831.0,0.3215789794921875,0.4695892333984375,0.5691459287168529,26
5,closed,703.0,703.0,0.140716552734375,0.114501953125,0.18141622166412197,27
5,closed,704.0,704.0,0.452117919921875,0.250244140625,0.5167521102343248,47
5,closed,705.0,705.0,0.3678436279296875,0.2468414306640625,0.44298942030341487,38
5,closed,706.0,706.0,0.3144989013671875,0.2635498046875,0.410326770406206,44
5,closed,707.0,707.0,0.322998046875,0.2630615234375,0.4165682457873176,35
5,closed,708.0,708.0,0.290924072265625,0.263519287109375,0.3925292734335209,37
5,closed,709.0,709.0,0.314117431640625,0.178955078125,0.3615171930174657,26
5,closed,710.0,710.0,0.44097900390625,0.18804931640625,0.47940069596007717,15
